date,fund,fund_type,price,nav,income
2021-04-05,Фонд Сбалансированный,open,110336.78,28167073807.07,
2021-04-06,Фонд Сбалансированный,open,109580.03,28095827707.55,
2021-04-07,Фонд Сбалансированный,open,109668.01,28217948815.92,
2021-04-08,Фонд Сбалансированный,open,109704.44,28356660964.0,
2021-04-09,Фонд Сбалансированный,open,109109.99,28305481126.11,
2021-04-12,Фонд Сбалансированный,open,109771.44,28580973719.37,
2021-04-13,Фонд Сбалансированный,open,109896.21,28707194119.77,
2021-04-14,Фонд Сбалансированный,open,110912.82,29119752498.29,
2021-04-15,Фонд Сбалансированный,open,110781.2,29158119372.4,
2021-04-16,Фонд Сбалансированный,open,111402.04,29369600657.38,
2021-04-19,Фонд Сбалансированный,open,110851.88,29310429990.83,
2021-04-20,Фонд Сбалансированный,open,110425.82,29252801669.01,
2021-04-21,Фонд Сбалансированный,open,110631.2,29390194883.84,
2021-04-22,Фонд Сбалансированный,open,111382.0,29658852278.32,
2021-04-23,Фонд Сбалансированный,open,111266.76,29747008085.43,
2021-04-26,Фонд Сбалансированный,open,111472.82,29861881223.79,
2021-04-27,Фонд Сбалансированный,open,111139.35,29898368490.71,
2021-04-28,Фонд Сбалансированный,open,110638.04,29823595235.2,
2021-04-29,Фонд Сбалансированный,open,110536.93,29898258721.65,
2021-04-30,Фонд Сбалансированный,open,110113.44,29899976526.16,
2021-05-04,Фонд Сбалансированный,open,110691.66,30165272028.25,
2021-05-05,Фонд Сбалансированный,open,111953.14,30567800598.88,
2021-05-06,Фонд Сбалансированный,open,112247.44,30661745237.04,
2021-05-07,Фонд Сбалансированный,open,112680.35,30851168914.32,
2021-05-11,Фонд Сбалансированный,open,112765.56,30953400453.6,
2021-05-12,Фонд Сбалансированный,open,112964.89,31104356961.86,
2021-05-13,Фонд Сбалансированный,open,112522.97,31110844182.64,
2021-05-14,Фонд Сбалансированный,open,112545.52,31289689514.53,
2021-05-17,Фонд Сбалансированный,open,112580.47,31528446786.08,
2021-05-18,Фонд Сбалансированный,open,113464.15,31972571746.67,
2021-05-19,Фонд Сбалансированный,open,112427.74,31836119634.57,
2021-05-20,Фонд Сбалансированный,open,112415.02,31867409716.83,
2021-05-21,Фонд Сбалансированный,open,112823.52,32101816659.37,
2021-05-24,Фонд Сбалансированный,open,112813.22,32237309572.37,
2021-05-25,Фонд Сбалансированный,open,113170.3,32467880240.6,
2021-05-26,Фонд Сбалансированный,open,113554.5,32672840622.56,
2021-05-27,Фонд Сбалансированный,open,114004.8,32936780648.19,
2021-05-28,Фонд Сбалансированный,open,113867.84,33020835622.17,
2021-05-31,Фонд Сбалансированный,open,114000.27,33156085839.98,
2021-06-01,Фонд Сбалансированный,open,114798.24,33537420932.6,
2021-06-02,Фонд Сбалансированный,open,115819.76,33991586171.15,
2021-06-03,Фонд Сбалансированный,open,115628.46,34039258259.14,
2021-06-04,Фонд Сбалансированный,open,115623.89,34176128119.99,
2021-06-07,Фонд Сбалансированный,open,115824.41,34342865986.76,
2021-06-08,Фонд Сбалансированный,open,115460.31,34316863841.84,
2021-06-09,Фонд Сбалансированный,open,116073.72,34546795748.19,
2021-06-10,Фонд Сбалансированный,open,115746.66,34574505740.99,
2021-06-11,Фонд Сбалансированный,open,115958.27,34733184119.61,
2021-06-15,Фонд Сбалансированный,open,115721.92,34786359482.97,
2021-06-16,Фонд Сбалансированный,open,115876.04,34954380855.71,
2021-06-17,Фонд Сбалансированный,open,115556.71,34936094650.21,
2021-06-18,Фонд Сбалансированный,open,115205.16,34922641581.57,
2021-06-21,Фонд Сбалансированный,open,115388.28,35121729322.18,
2021-06-22,Фонд Сбалансированный,open,115628.46,35286268740.43,
2021-06-23,Фонд Сбалансированный,open,115976.24,35533726861.67,
2021-06-24,Фонд Сбалансированный,open,115836.76,35591422592.01,
2021-06-25,Фонд Сбалансированный,open,115994.73,35768587749.31,
2021-06-28,Фонд Сбалансированный,open,115858.54,35782160629.91,
2021-06-29,Фонд Сбалансированный,open,115129.28,35751924581.49,
2021-06-30,Фонд Сбалансированный,open,116193.75,36005158389.68,
2021-07-01,Фонд Сбалансированный,open,116673.05,36258005572.04,
2021-07-02,Фонд Сбалансированный,open,117052.36,36556405821.65,
2021-07-05,Фонд Сбалансированный,open,117341.94,36686307126.85,
2021-07-06,Фонд Сбалансированный,open,117415.22,36845243179.94,
2021-07-07,Фонд Сбалансированный,open,117533.9,36959697404.34,
2021-07-08,Фонд Сбалансированный,open,116916.66,36833852315.26,
2021-07-09,Фонд Сбалансированный,open,116843.34,36853100518.79,
2021-07-12,Фонд Сбалансированный,open,117137.82,37045565926.57,
2021-07-13,Фонд Сбалансированный,open,117094.02,37096117304.96,
2021-07-14,Фонд Сбалансированный,open,116833.62,37187584486.4,
2021-07-15,Фонд Сбалансированный,open,116208.25,37099924104.22,
2021-07-16,Фонд Сбалансированный,open,115760.31,37070119705.92,
2021-07-19,Фонд Сбалансированный,open,114571.33,36797400310.66,
2021-07-20,Фонд Сбалансированный,open,114732.28,36924581172.17,
2021-07-21,Фонд Сбалансированный,open,115055.37,37201618333.02,
2021-07-22,Фонд Сбалансированный,open,115614.83,37489902288.8,
2021-07-23,Фонд Сбалансированный,open,115357.23,37504103773.78,
2021-07-26,Фонд Сбалансированный,open,115573.36,37656224802.63,
2021-07-27,Фонд Сбалансированный,open,115345.17,37637828047.53,
2021-07-28,Фонд Сбалансированный,open,116113.17,38021974155.13,
2021-07-29,Фонд Сбалансированный,open,116462.5,38190691190.83,
2021-07-30,Фонд Сбалансированный,open,115933.31,38147871650.83,
2021-08-02,Фонд Сбалансированный,open,116246.67,38339471557.38,
2021-08-03,Фонд Сбалансированный,open,116291.06,38486414169.79,
2021-08-04,Фонд Сбалансированный,open,116497.56,38693278791.39,
2021-08-05,Фонд Сбалансированный,open,116935.55,38911020614.24,
2021-08-06,Фонд Сбалансированный,open,116481.18,38832063688.25,
2021-08-09,Фонд Сбалансированный,open,116919.27,39062675159.66,
2021-08-10,Фонд Сбалансированный,open,117392.8,39300890663.58,
2021-08-11,Фонд Сбалансированный,open,117659.84,39499156581.83,
2021-08-12,Фонд Сбалансированный,open,117815.27,39661158805.6,
2021-08-13,Фонд Сбалансированный,open,117537.87,39651661396.15,
2021-08-16,Фонд Сбалансированный,open,117916.59,39879069479.24,
2021-08-17,Фонд Сбалансированный,open,118692.35,40232053294.79,
2021-08-18,Фонд Сбалансированный,open,118388.96,40213498709.43,
2021-08-19,Фонд Сбалансированный,open,117090.06,39838350313.27,
2021-08-20,Фонд Сбалансированный,open,116744.59,39828057541.73,
2021-08-23,Фонд Сбалансированный,open,117671.71,40230320364.2,
2021-08-24,Фонд Сбалансированный,open,117733.12,40240307044.58,
2021-08-25,Фонд Сбалансированный,open,117640.99,40255516391.89,
2021-08-26,Фонд Сбалансированный,open,116953.94,40073273124.36,
2021-08-27,Фонд Сбалансированный,open,117507.74,40372800765.31,
2021-08-30,Фонд Сбалансированный,open,118198.32,40719727019.53,
2021-08-31,Фонд Сбалансированный,open,117991.11,40750907866.58,
2021-09-01,Фонд Сбалансированный,open,118886.7,41118967318.7,
2021-09-02,Фонд Сбалансированный,open,119229.56,41368298925.62,
2021-09-03,Фонд Сбалансированный,open,119398.67,41521598403.69,
2021-09-06,Фонд Сбалансированный,open,119848.2,41751816264.17,
2021-09-07,Фонд Сбалансированный,open,119516.73,41775680246.19,
2021-09-08,Фонд Сбалансированный,open,119691.43,41903971777.05,
2021-09-09,Фонд Сбалансированный,open,119306.85,41850424664.14,
2021-09-10,Фонд Сбалансированный,open,119375.19,41965724769.59,
2021-09-13,Фонд Сбалансированный,open,120106.16,42324484708.63,
2021-09-14,Фонд Сбалансированный,open,120369.59,42577131973.22,
2021-09-15,Фонд Сбалансированный,open,120572.03,42739325419.36,
2021-09-16,Фонд Сбалансированный,open,120223.0,42678837392.99,
2021-09-17,Фонд Сбалансированный,open,119961.43,42665230616.99,
2021-09-20,Фонд Сбалансированный,open,118841.33,42385332168.45,
2021-09-21,Фонд Сбалансированный,open,118879.32,42543144429.82,
2021-09-22,Фонд Сбалансированный,open,119941.86,43023827908.55,
2021-09-23,Фонд Сбалансированный,open,120288.51,43326812819.4,
2021-09-24,Фонд Сбалансированный,open,120133.83,43431156818.24,
2021-09-27,Фонд Сбалансированный,open,120927.29,43871014370.97,
2021-09-28,Фонд Сбалансированный,open,120736.76,44090691573.27,
2021-09-29,Фонд Сбалансированный,open,120585.79,44260606963.25,
2021-09-30,Фонд Сбалансированный,open,121227.19,44631144842.16,
2021-10-01,Фонд Сбалансированный,open,121029.43,44735222376.87,
2021-10-04,Фонд Сбалансированный,open,121555.39,45154347808.01,
2021-10-05,Фонд Сбалансированный,open,123392.92,45968983934.85,
2021-10-06,Фонд Сбалансированный,open,122415.42,45746664740.7,
2021-10-07,Фонд Сбалансированный,open,123283.74,46228257593.14,
2021-10-08,Фонд Сбалансированный,open,123642.38,46387764028.09,
2021-10-11,Фонд Сбалансированный,open,124453.8,46743944992.81,
2021-10-12,Фонд Сбалансированный,open,124133.92,46807722825.87,
2021-10-13,Фонд Сбалансированный,open,123726.41,46718218985.86,
2021-10-14,Фонд Сбалансированный,open,123951.84,46902973297.38,
2021-10-15,Фонд Сбалансированный,open,124042.21,47144590947.08,
2021-10-18,Фонд Сбалансированный,open,123927.6,47212218469.06,
2021-10-19,Фонд Сбалансированный,open,124289.63,47553199409.33,
2021-10-20,Фонд Сбалансированный,open,124453.26,47671553282.74,
2021-10-21,Фонд Сбалансированный,open,123268.86,47320255932.05,
2021-10-22,Фонд Сбалансированный,open,122828.14,47186165522.52,
2021-10-25,Фонд Сбалансированный,open,123782.44,47701414652.39,
2021-10-26,Фонд Сбалансированный,open,123387.71,47539628445.35,
2021-10-27,Фонд Сбалансированный,open,123149.5,47552421953.7,
2021-10-28,Фонд Сбалансированный,open,122296.02,47361676663.97,
2021-10-29,Фонд Сбалансированный,open,121661.91,47207050239.73,
2021-11-01,Фонд Сбалансированный,open,122710.98,47728372868.38,
2021-11-02,Фонд Сбалансированный,open,122411.44,47813761276.05,
2021-11-03,Фонд Сбалансированный,open,122066.69,47839856123.63,
2021-11-08,Фонд Сбалансированный,open,122555.68,48136097668.74,
2021-11-09,Фонд Сбалансированный,open,122095.52,48087538528.27,
2021-11-10,Фонд Сбалансированный,open,121840.35,47991476683.56,
2021-11-11,Фонд Сбалансированный,open,121995.95,48223530955.24,
2021-11-12,Фонд Сбалансированный,open,120840.15,48008122137.2,
2021-11-15,Фонд Сбалансированный,open,121042.24,48273748974.53,
2021-11-16,Фонд Сбалансированный,open,120757.17,48257781732.9,
2021-11-17,Фонд Сбалансированный,open,121197.05,48559939736.46,
2021-11-18,Фонд Сбалансированный,open,120241.86,48297374412.64,
2021-11-19,Фонд Сбалансированный,open,118789.56,47844231618.44,
2021-11-22,Фонд Сбалансированный,open,116258.54,46898996957.33,
2021-11-23,Фонд Сбалансированный,open,117834.18,47632044439.76,
2021-11-24,Фонд Сбалансированный,open,117628.39,47512265930.54,
2021-11-25,Фонд Сбалансированный,open,117550.54,47630250403.44,
2021-11-26,Фонд Сбалансированный,open,114886.56,46642117396.76,
2021-11-29,Фонд Сбалансированный,open,116242.82,47195494793.36,
2021-11-30,Фонд Сбалансированный,open,116419.62,47328615958.38,
2021-12-01,Фонд Сбалансированный,open,117756.44,47889001172.02,
2021-12-02,Фонд Сбалансированный,open,117537.05,47906183537.87,
2021-12-03,Фонд Сбалансированный,open,116914.53,47685953091.77,
2021-12-06,Фонд Сбалансированный,open,115099.08,47062393795.59,
2021-12-07,Фонд Сбалансированный,open,116189.53,47514858059.7,
2021-12-08,Фонд Сбалансированный,open,114181.57,46728376033.67,
2021-12-09,Фонд Сбалансированный,open,115016.42,47147168531.65,
2021-12-10,Фонд Сбалансированный,open,113924.0,46745073408.78,
2021-12-13,Фонд Сбалансированный,open,111072.9,45621283285.07,
2021-12-14,Фонд Сбалансированный,open,111045.34,45451070362.01,
2021-12-15,Фонд Сбалансированный,open,111098.86,45438577722.13,
2021-12-16,Фонд Сбалансированный,open,113776.96,46519350856.48,
2021-12-17,Фонд Сбалансированный,open,113294.64,46337586031.8,
2021-12-20,Фонд Сбалансированный,open,112837.54,46171592622.7,
2021-12-21,Фонд Сбалансированный,open,113428.88,46409292058.05,
2021-12-22,Фонд Сбалансированный,open,114587.91,46944050307.44,
2021-12-23,Фонд Сбалансированный,open,113874.58,46634734023.04,
2021-12-24,Фонд Сбалансированный,open,113898.68,46552695732.49,
2021-12-27,Фонд Сбалансированный,open,114661.29,46863985752.86,
2021-12-28,Фонд Сбалансированный,open,115424.48,47256616743.2,
2021-12-29,Фонд Сбалансированный,open,114808.16,47054635489.19,
2021-12-30,Фонд Сбалансированный,open,115724.76,47455492852.41,
2022-01-10,Фонд Сбалансированный,open,115020.56,47189897400.83,
2022-01-11,Фонд Сбалансированный,open,115818.69,47538178299.39,
2022-01-12,Фонд Сбалансированный,open,116721.51,47902157103.76,
2022-01-13,Фонд Сбалансированный,open,113769.62,46697050752.99,
2022-01-14,Фонд Сбалансированный,open,111951.7,45966890522.69,
2022-01-17,Фонд Сбалансированный,open,111105.78,45642464840.4,
2022-01-18,Фонд Сбалансированный,open,106579.07,43779828748.83,
2022-01-19,Фонд Сбалансированный,open,108838.93,44763525503.98,
2022-01-20,Фонд Сбалансированный,open,110316.81,45271782487.43,
2022-01-21,Фонд Сбалансированный,open,108840.02,44652921472.86,
2022-01-24,Фонд Сбалансированный,open,104763.58,42994714907.5,
2022-01-25,Фонд Сбалансированный,open,105131.95,43081255529.42,
2022-01-26,Фонд Сбалансированный,open,107075.64,43850700855.84,
2022-01-27,Фонд Сбалансированный,open,109324.37,44736550692.87,
2022-01-28,Фонд Сбалансированный,open,109996.68,45016600020.11,
2022-01-31,Фонд Сбалансированный,open,110923.54,45404268490.64,
2022-02-01,Фонд Сбалансированный,open,111311.9,45510974278.53,
2022-02-02,Фонд Сбалансированный,open,111271.33,45532796292.87,
2022-02-03,Фонд Сбалансированный,open,109594.03,44858706272.82,
2022-02-04,Фонд Сбалансированный,open,109569.57,44853930066.82,
2022-02-07,Фонд Сбалансированный,open,109705.13,44906384767.09,
2022-02-08,Фонд Сбалансированный,open,111508.28,45643981255.97,
2022-02-09,Фонд Сбалансированный,open,113436.07,46449602620.85,
2022-02-10,Фонд Сбалансированный,open,113764.93,46528139208.37,
2022-02-11,Фонд Сбалансированный,open,111182.76,45461296671.58,
2022-02-14,Фонд Сбалансированный,open,109664.02,44780633365.61,
2022-02-15,Фонд Сбалансированный,open,112009.25,45731822606.5,
2022-02-16,Фонд Сбалансированный,open,113015.64,46134143374.36,
2022-02-17,Фонд Сбалансированный,open,109765.26,44790950852.63,
2022-02-18,Фонд Сбалансированный,open,106870.74,43617974136.43,
2022-02-21,Фонд Сбалансированный,open,98656.51,40246425562.27,
2022-02-22,Фонд Сбалансированный,open,99198.52,40368717312.94,
2022-02-24,Фонд Сбалансированный,open,73504.9,29789829617.9,
2022-02-25,Фонд Сбалансированный,open,83463.8,33711985127.47,
2022-03-31,Фонд Сбалансированный,open,86890.23,35097025950.54,
2022-04-01,Фонд Сбалансированный,open,88350.29,35640453080.74,
2022-04-04,Фонд Сбалансированный,open,89006.16,35881143995.22,
2022-04-05,Фонд Сбалансированный,open,86290.74,34775901161.47,
2022-04-06,Фонд Сбалансированный,open,84782.93,34180350776.03,
2022-04-07,Фонд Сбалансированный,open,85413.65,34365960342.18,
2022-04-08,Фонд Сбалансированный,open,84488.3,33928927205.05,
2022-04-11,Фонд Сбалансированный,open,84323.48,33784045459.38,
2022-04-12,Фонд Сбалансированный,open,83795.82,33475913217.38,
2022-04-13,Фонд Сбалансированный,open,83451.67,33322786350.48,
2022-04-14,Фонд Сбалансированный,open,81033.96,32296721976.93,
2022-04-15,Фонд Сбалансированный,open,81450.08,32444007091.69,
2022-04-18,Фонд Сбалансированный,open,80304.29,31918596940.72,
2022-04-19,Фонд Сбалансированный,open,79920.41,31728628461.62,
2022-04-20,Фонд Сбалансированный,open,80112.78,31581541260.18,
2022-04-21,Фонд Сбалансированный,open,78727.23,30940588833.56,
2022-04-22,Фонд Сбалансированный,open,77886.62,30601361051.98,
2022-04-25,Фонд Сбалансированный,open,76350.24,29966817105.63,
2022-04-26,Фонд Сбалансированный,open,79410.5,31133634130.01,
2022-04-27,Фонд Сбалансированный,open,82292.13,32191174811.52,
2022-04-28,Фонд Сбалансированный,open,81667.89,31871540525.41,
2022-04-29,Фонд Сбалансированный,open,82998.56,32379264153.59,
2022-05-04,Фонд Сбалансированный,open,81392.48,31732457075.36,
2022-05-05,Фонд Сбалансированный,open,82017.36,31939321374.95,
2022-05-06,Фонд Сбалансированный,open,81409.06,31713260301.43,
2022-05-11,Фонд Сбалансированный,open,81172.44,31611190996.37,
2022-05-12,Фонд Сбалансированный,open,79054.58,30769378255.58,
2022-05-13,Фонд Сбалансированный,open,79314.49,30859141285.71,
2022-05-16,Фонд Сбалансированный,open,80482.37,31281321209.6,
2022-05-17,Фонд Сбалансированный,open,81923.88,31808003549.3,
2022-05-18,Фонд Сбалансированный,open,82272.24,31916051780.9,
2022-05-19,Фонд Сбалансированный,open,81896.21,31756937709.89,
2022-05-20,Фонд Сбалансированный,open,80619.32,31246431850.92,
2022-05-23,Фонд Сбалансированный,open,79125.06,30612528011.13,
2022-05-24,Фонд Сбалансированный,open,78998.59,30416438929.62,
2022-05-25,Фонд Сбалансированный,open,80244.2,30862566565.48,
2022-05-26,Фонд Сбалансированный,open,82140.56,31563867620.81,
2022-05-27,Фонд Сбалансированный,open,82124.25,31559684360.89,
2022-05-30,Фонд Сбалансированный,open,81715.92,31395210820.34,
2022-05-31,Фонд Сбалансированный,open,80894.71,31066041208.16,
2022-06-01,Фонд Сбалансированный,open,81254.16,31171251935.86,
2022-06-02,Фонд Сбалансированный,open,80841.34,30984701340.42,
2022-06-03,Фонд Сбалансированный,open,80146.21,30703879708.37,
2022-06-06,Фонд Сбалансированный,open,79624.37,30504930653.5,
2022-06-07,Фонд Сбалансированный,open,79850.89,30595674834.6,
2022-06-08,Фонд Сбалансированный,open,80625.27,30860556669.21,
2022-06-09,Фонд Сбалансированный,open,80130.33,30668744313.29,
2022-06-10,Фонд Сбалансированный,open,80098.87,30634648342.28,
2022-06-14,Фонд Сбалансированный,open,80060.99,30588663777.44,
2022-06-15,Фонд Сбалансированный,open,80803.57,30853154846.89,
2022-06-16,Фонд Сбалансированный,open,82005.12,31307054296.2,
2022-06-17,Фонд Сбалансированный,open,81687.39,31168065768.01,
2022-06-20,Фонд Сбалансированный,open,82778.13,31565625485.75,
2022-06-21,Фонд Сбалансированный,open,81701.11,31085318643.88,
2022-06-22,Фонд Сбалансированный,open,81931.53,31151419433.51,
2022-06-23,Фонд Сбалансированный,open,82494.34,31299851876.84,
2022-06-24,Фонд Сбалансированный,open,82186.12,31131566899.29,
2022-06-27,Фонд Сбалансированный,open,82889.55,31333544170.54,
2022-06-28,Фонд Сбалансированный,open,82765.34,31267026887.39,
2022-06-29,Фонд Сбалансированный,open,82036.91,30964036126.2,
2022-06-30,Фонд Сбалансированный,open,77834.95,29356028972.23,
2022-07-01,Фонд Сбалансированный,open,77893.36,29348616752.96,
2022-07-04,Фонд Сбалансированный,open,77865.54,29311756133.72,
2022-07-05,Фонд Сбалансированный,open,78376.82,29481599598.18,
2022-07-06,Фонд Сбалансированный,open,78269.85,29424806493.29,
2022-07-07,Фонд Сбалансированный,open,78605.2,29525568966.14,
2022-07-08,Фонд Сбалансированный,open,78729.46,29562692565.84,
2022-07-11,Фонд Сбалансированный,open,77649.94,29128853599.97,
2022-07-12,Фонд Сбалансированный,open,77214.72,28916666584.78,
2022-07-13,Фонд Сбалансированный,open,75864.23,28371756697.19,
2022-07-14,Фонд Сбалансированный,open,75692.0,28284582264.95,
2022-07-15,Фонд Сбалансированный,open,76734.74,28610618614.51,
2022-07-18,Фонд Сбалансированный,open,76639.01,28550945726.84,
2022-07-19,Фонд Сбалансированный,open,76199.35,28344235704.06,
2022-07-20,Фонд Сбалансированный,open,76427.63,28402312424.85,
2022-07-21,Фонд Сбалансированный,open,75899.38,28189481346.48,
2022-07-22,Фонд Сбалансированный,open,77234.88,28646436753.38,
2022-07-25,Фонд Сбалансированный,open,78349.88,29047910778.06,
2022-07-26,Фонд Сбалансированный,open,80040.48,29625601041.96,
2022-07-27,Фонд Сбалансированный,open,80093.2,29621072783.66,
2022-07-28,Фонд Сбалансированный,open,79949.4,29529122791.04,
2022-07-29,Фонд Сбалансированный,open,80158.28,29587670113.16,
2022-08-01,Фонд Сбалансированный,open,79281.68,29236894362.61,
2022-08-02,Фонд Сбалансированный,open,78196.32,28661187885.81,
2022-08-03,Фонд Сбалансированный,open,77951.53,28546449212.58,
2022-08-04,Фонд Сбалансированный,open,78084.6,28542351922.67,
2022-08-05,Фонд Сбалансированный,open,76632.59,27989495304.33,
2022-08-08,Фонд Сбалансированный,open,77506.96,28267520376.36,
2022-08-09,Фонд Сбалансированный,open,78552.47,28603465045.41,
2022-08-10,Фонд Сбалансированный,open,78885.27,28690123439.57,
2022-08-11,Фонд Сбалансированный,open,78557.36,28553791556.36,
2022-08-12,Фонд Сбалансированный,open,78881.46,28602751493.36,
2022-08-15,Фонд Сбалансированный,open,79158.03,28644644026.53,
2022-08-16,Фонд Сбалансированный,open,80368.82,29050754903.78,
2022-08-17,Фонд Сбалансированный,open,80004.07,28889132440.44,
2022-08-18,Фонд Сбалансированный,open,80237.49,28943867641.42,
2022-08-19,Фонд Сбалансированный,open,80477.81,28985487228.22,
2022-08-22,Фонд Сбалансированный,open,81370.36,29279611096.45,
2022-08-23,Фонд Сбалансированный,open,82352.1,29592922214.54,
2022-08-24,Фонд Сбалансированный,open,81965.23,29407678447.95,
2022-08-25,Фонд Сбалансированный,open,82030.44,29429569648.9,
2022-08-26,Фонд Сбалансированный,open,82467.96,29601734556.29,
2022-08-29,Фонд Сбалансированный,open,83011.33,29790195144.2,
2022-08-30,Фонд Сбалансированный,open,83015.05,29747707552.86,
2022-08-31,Фонд Сбалансированный,open,84198.93,30140090277.0,
2022-09-01,Фонд Сбалансированный,open,85805.1,30631835572.2,
2022-09-02,Фонд Сбалансированный,open,86232.24,30749204138.77,
2022-09-05,Фонд Сбалансированный,open,86647.79,30860829297.59,
2022-09-06,Фонд Сбалансированный,open,85093.55,30290619579.83,
2022-09-07,Фонд Сбалансированный,open,84785.86,30132989294.8,
2022-09-08,Фонд Сбалансированный,open,84508.9,29994326048.58,
2022-09-09,Фонд Сбалансированный,open,85260.96,30242174635.71,
2022-09-12,Фонд Сбалансированный,open,86111.48,30510204451.65,
2022-09-13,Фонд Сбалансированный,open,86174.92,30488457157.8,
2022-09-14,Фонд Сбалансированный,open,86009.98,30416453857.35,
2022-09-15,Фонд Сбалансированный,open,86219.67,30469789974.78,
2022-09-16,Фонд Сбалансированный,open,86046.22,30367288276.96,
2022-09-19,Фонд Сбалансированный,open,85970.04,30324130333.57,
2022-09-20,Фонд Сбалансированный,open,80671.01,28431181223.37,
2022-09-21,Фонд Сбалансированный,open,78046.58,27470712201.07,
2022-09-22,Фонд Сбалансированный,open,79488.19,27897596155.15,
2022-09-23,Фонд Сбалансированный,open,76817.42,26911166395.84,
2022-09-26,Фонд Сбалансированный,open,72081.68,25222783368.9,
2022-09-27,Фонд Сбалансированный,open,73267.18,25593042908.45,
2022-09-28,Фонд Сбалансированный,open,73751.55,25727131236.48,
2022-09-29,Фонд Сбалансированный,open,73330.24,25470185854.61,
2022-09-30,Фонд Сбалансированный,open,73487.78,25497153534.7,
2022-10-03,Фонд Сбалансированный,open,76285.95,26436267480.84,
2022-10-04,Фонд Сбалансированный,open,77002.92,26643072679.35,
2022-10-05,Фонд Сбалансированный,open,76709.51,26517589407.61,
2022-10-06,Фонд Сбалансированный,open,76570.84,26449172956.5,
2022-10-07,Фонд Сбалансированный,open,74729.99,25796856622.8,
2022-10-10,Фонд Сбалансированный,open,75888.06,26177403806.34,
2022-10-11,Фонд Сбалансированный,open,76644.59,26411921921.17,
2022-10-12,Фонд Сбалансированный,open,76830.87,26466483563.29,
2022-10-13,Фонд Сбалансированный,open,76956.31,26484989439.63,
2022-10-14,Фонд Сбалансированный,open,76905.09,26442970836.29,
2022-10-17,Фонд Сбалансированный,open,78496.58,26965846449.75,
2022-10-18,Фонд Сбалансированный,open,79015.31,27109019645.0,
2022-10-19,Фонд Сбалансированный,open,77550.24,26576916262.86,
2022-10-20,Фонд Сбалансированный,open,78612.84,26926941719.17,
2022-10-21,Фонд Сбалансированный,open,78893.22,27006863960.28,
2022-10-24,Фонд Сбалансированный,open,79248.75,27119198489.9,
2022-10-25,Фонд Сбалансированный,open,80914.52,27665525200.3,
2022-10-26,Фонд Сбалансированный,open,80715.53,27574183847.86,
2022-10-27,Фонд Сбалансированный,open,81725.56,27910459511.15,
2022-10-28,Фонд Сбалансированный,open,81723.31,27877395244.13,
2022-10-31,Фонд Сбалансированный,open,81873.23,27901688508.68,
2022-11-01,Фонд Сбалансированный,open,82204.49,27997303940.5,
2022-11-02,Фонд Сбалансированный,open,82129.12,27933971686.74,
2022-11-03,Фонд Сбалансированный,open,81738.69,27791684567.46,
2022-11-07,Фонд Сбалансированный,open,83140.09,28231849838.01,
2022-11-08,Фонд Сбалансированный,open,83083.42,28176053359.66,
2022-11-09,Фонд Сбалансированный,open,82147.28,27816096056.88,
2022-11-10,Фонд Сбалансированный,open,83423.41,28201310752.57,
2022-11-11,Фонд Сбалансированный,open,83327.41,28138703816.5,
2022-11-14,Фонд Сбалансированный,open,83984.86,28328833661.16,
2022-11-15,Фонд Сбалансированный,open,83438.7,28111004738.23,
2022-11-16,Фонд Сбалансированный,open,83553.25,28110085008.95,
2022-11-17,Фонд Сбалансированный,open,83164.07,27935098646.52,
2022-11-18,Фонд Сбалансированный,open,83130.67,27888998761.58,
2022-11-21,Фонд Сбалансированный,open,81971.0,27470469698.18,
2022-11-22,Фонд Сбалансированный,open,82787.71,27704198838.54,
2022-11-23,Фонд Сбалансированный,open,83193.59,27754431692.79,
2022-11-24,Фонд Сбалансированный,open,83050.98,27673447054.2,
2022-11-25,Фонд Сбалансированный,open,82533.49,27478486708.12,
2022-11-28,Фонд Сбалансированный,open,81857.23,27231088368.63,
2022-11-29,Фонд Сбалансированный,open,82300.8,27296249557.59,
2022-11-30,Фонд Сбалансированный,open,82091.64,27202279412.92,
2022-12-01,Фонд Сбалансированный,open,82380.15,27257222235.09,
2022-12-02,Фонд Сбалансированный,open,82221.81,27179780736.87,
2022-12-05,Фонд Сбалансированный,open,83077.47,27433512033.85,
2022-12-06,Фонд Сбалансированный,open,82823.87,27302012711.74,
2022-12-07,Фонд Сбалансированный,open,82547.66,27141687733.94,
2022-12-08,Фонд Сбалансированный,open,82200.29,26996889057.37,
2022-12-09,Фонд Сбалансированный,open,82044.16,26923763900.57,
2022-12-12,Фонд Сбалансированный,open,82001.04,26872385297.24,
2022-12-13,Фонд Сбалансированный,open,81900.84,26798168326.43,
2022-12-14,Фонд Сбалансированный,open,81536.43,26618794280.59,
2022-12-15,Фонд Сбалансированный,open,80852.09,26368786379.2,
2022-12-16,Фонд Сбалансированный,open,80980.37,26342851934.42,
2022-12-19,Фонд Сбалансированный,open,80754.84,26238046652.21,
2022-12-20,Фонд Сбалансированный,open,82113.88,26653905574.15,
2022-12-21,Фонд Сбалансированный,open,82027.43,26586378761.27,
2022-12-22,Фонд Сбалансированный,open,82214.25,26613462894.85,
2022-12-23,Фонд Сбалансированный,open,81969.83,26499664416.3,
2022-12-26,Фонд Сбалансированный,open,82351.33,26582951915.46,
2022-12-27,Фонд Сбалансированный,open,82818.91,26697317036.95,
